lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
53,1,60.0,1,24,3,1,2,0,0,1
87,0,132.3,10,16,4,4,2,0,3,0
212,2,92.65,10,1,4,5,2,3,0,1
106,2,84.58,7,13,3,4,0,0,0,1
109,1,80.1,10,26,4,1,0,3,0,1
35,1,84.35,2,19,4,2,2,3,0,1
48,0,89.3,2,11,4,2,0,0,0,1
12,1,66.0,1,24,2,1,2,0,0,1
32,2,115.2,3,22,4,1,0,0,0,1
51,1,93.0,12,25,4,3,2,0,0,1
105,0,105.3,6,27,4,1,1,0,0,0
25,1,105.0,9,5,4,1,0,0,0,0
115,0,106.92,9,17,4,2,2,3,0,0
3,2,45.0,5,19,3,1,0,0,0,1
177,1,94.5,8,16,4,2,0,3,0,1
9,1,130.0,8,20,4,1,0,0,0,0
81,2,123.0,10,21,4,4,2,0,3,0
112,1,146.7,8,9,4,3,0,0,3,1
183,1,90.9,7,16,4,1,2,0,0,1
10,1,52.0,12,27,3,0,2,0,0,1
61,1,74.61,10,27,4,5,0,0,3,1
49,1,168.3,8,20,4,3,2,0,3,0
48,1,126.0,9,4,4,0,2,0,1,1
18,2,88.0,11,17,4,3,0,3,0,1
18,3,122.5,9,4,4,0,2,0,0,1
165,0,99.45,8,8,4,5,2,0,0,0
78,1,149.4,9,1,4,3,0,0,3,1
23,1,68.07,11,24,4,3,2,0,0,1
8,2,135.67,10,29,4,1,2,3,0,1
13,1,94.35,5,29,4,0,1,0,0,1
221,2,79.5,12,29,4,3,0,3,0,0
12,1,100.0,9,14,2,2,0,3,0,1
168,2,116.55,6,18,4,1,1,0,0,0
147,1,92.08,6,26,4,5,3,0,0,1
3,0,95.0,10,16,3,3,2,0,0,1
146,2,106.25,6,28,4,5,0,0,0,1
19,2,171.0,3,11,4,2,1,1,3,1
104,0,159.9,10,29,4,1,2,0,5,0
1,0,65.0,8,4,2,2,0,0,0,0
38,0,69.44,2,20,4,3,2,0,3,0
207,1,80.75,7,28,4,4,2,3,0,1
229,2,177.3,8,21,4,1,2,0,5,0
70,0,87.3,4,2,4,1,2,0,0,0
28,1,114.0,4,16,4,1,1,0,0,1
14,2,102.41,5,23,4,2,1,0,0,1
46,2,129.6,11,3,4,3,0,0,3,1
37,1,97.0,12,19,4,1,1,0,3,1
5,0,119.0,6,2,4,1,0,3,0,1
136,0,131.75,7,13,4,5,2,1,0,1
56,0,69.11,9,16,4,4,1,0,0,1
63,0,112.2,4,8,4,2,2,0,3,0
1,0,65.0,8,28,2,1,0,0,0,1
250,0,90.95,10,28,4,2,2,0,0,0
6,1,80.0,8,10,4,5,1,3,0,1
0,0,93.6,9,15,4,2,0,0,3,1
0,1,106.67,8,22,4,1,2,0,0,1
238,0,112.5,10,28,4,2,1,0,0,0
95,0,60.5,12,29,3,4,0,0,3,1
37,0,125.55,10,2,4,3,2,0,3,0
37,2,156.6,6,26,4,2,2,1,3,1
35,0,171.45,8,28,4,1,2,1,0,0
0,0,161.0,5,26,4,1,0,0,0,0
20,1,131.35,12,28,4,4,0,0,3,1
2,0,65.0,3,2,2,1,0,0,0,1
117,1,116.05,7,8,4,3,2,0,0,1
85,0,105.0,12,8,3,3,0,0,0,1
46,1,134.1,6,29,4,2,0,0,0,1
25,0,60.0,12,27,3,1,0,0,0,1
29,1,75.95,1,4,4,0,1,0,0,1
23,0,85.0,10,9,3,1,2,0,0,1
21,3,182.0,6,28,4,4,0,0,3,1
33,1,181.8,9,2,4,2,2,0,5,0
28,1,169.0,7,27,4,1,0,0,0,1
254,0,100.3,9,29,4,3,1,0,0,0
307,0,73.95,12,8,4,8,4,0,0,0
95,2,111.31,9,26,4,2,1,0,0,1
16,0,93.0,2,18,4,3,0,0,0,1
256,0,106.2,6,28,4,3,0,0,0,0
58,0,100.48,4,12,4,3,0,0,4,1
174,1,159.3,9,20,4,5,1,0,3,0
43,2,64.0,12,26,3,2,2,0,0,1
183,1,98.25,7,4,4,3,1,3,0,0
30,1,122.85,8,29,4,1,1,0,0,1
32,2,141.53,9,18,4,2,2,3,0,1
71,1,91.47,6,26,4,3,2,0,0,1
65,1,68.0,7,1,4,4,0,0,0,0
56,0,118.8,4,22,4,2,1,0,3,0
131,0,36.25,8,15,4,1,2,1,0,0
167,1,105.83,7,8,4,2,2,0,0,0
0,1,113.0,6,22,4,2,0,3,0,1
14,1,110.5,9,30,4,2,0,0,0,1
3,1,133.0,9,7,4,0,1,0,0,1
39,1,74.88,12,18,4,0,1,0,0,1
10,0,101.0,4,7,4,1,0,0,0,0
53,1,60.98,12,9,4,2,1,3,0,1
29,1,101.0,4,18,4,0,1,0,0,1
132,0,102.28,7,21,4,4,2,0,0,0
208,0,112.5,10,22,4,3,2,0,0,0
0,1,50.0,12,15,2,1,0,0,0,1
34,1,94.5,6,26,4,0,1,0,0,1
151,1,131.75,7,14,4,8,2,0,3,0
6,0,104.0,10,9,3,0,2,0,0,1
48,0,121.5,5,29,4,0,2,0,0,0
2,0,94.99,8,10,4,2,0,3,0,1
15,2,77.35,11,22,4,5,2,3,0,0
55,2,102.6,11,13,4,0,1,0,0,1
47,1,101.7,6,21,4,3,0,0,0,1
10,0,75.0,3,11,3,1,0,0,0,1
335,0,90.0,10,13,3,3,0,0,0,1
10,1,63.58,3,10,3,3,1,0,0,1
90,0,78.63,4,21,3,3,0,0,0,1
113,0,96.3,4,25,4,2,1,0,0,1
94,1,65.84,11,13,4,4,2,0,0,1
82,0,109.37,4,16,4,4,2,0,3,0
129,1,127.8,8,11,4,3,2,0,3,1
200,1,72.25,8,9,4,3,0,0,0,0
52,0,79.2,9,5,4,0,1,3,0,1
57,1,63.75,3,11,4,2,2,3,0,1
99,0,60.67,12,30,3,3,0,0,3,1
6,2,110.5,12,28,4,4,0,0,0,1
17,0,81.0,1,24,4,6,4,0,0,1
103,0,126.9,6,11,4,1,1,0,0,0
31,1,80.3,2,4,4,3,0,0,0,1
2,0,75.0,1,6,2,1,0,0,0,1
6,2,158.5,2,23,4,3,0,1,0,1
109,1,176.25,8,4,4,3,0,1,0,1
0,0,121.33,9,3,4,3,0,3,3,1
3,1,65.0,7,11,2,1,1,0,0,1
18,0,101.0,4,3,4,0,2,0,0,0
21,1,139.0,9,25,4,1,2,0,0,1
0,0,105.0,11,25,3,2,2,1,0,0
132,1,124.8,7,29,4,2,1,0,3,1
178,2,221.0,7,20,4,2,0,0,6,0
3,3,152.0,9,19,4,1,2,3,0,1
104,1,105.3,7,19,4,1,0,0,0,1
39,0,137.7,4,21,4,3,1,0,3,1
78,0,100.0,5,19,3,3,1,0,0,1
2,0,120.0,11,16,3,3,0,0,0,1
23,2,130.0,11,11,4,1,0,0,3,1
10,2,136.14,9,12,4,5,2,0,0,0
0,1,65.0,2,24,2,1,0,0,0,1
6,0,129.0,5,10,4,4,0,3,0,0
23,1,105.0,10,18,3,2,2,0,3,1
10,0,105.0,10,3,3,2,1,0,0,0
168,1,171.9,11,7,4,3,1,0,0,0
167,0,105.3,8,6,4,1,0,0,0,0
22,1,94.86,9,26,4,3,1,0,3,1
49,0,60.0,1,22,3,2,1,0,0,1
9,0,63.75,9,10,3,3,1,0,3,1
34,0,67.5,2,9,4,4,0,3,0,0
31,1,71.1,3,17,4,1,0,3,0,1
79,1,149.1,4,28,4,3,0,0,3,1
309,0,101.0,5,13,4,2,1,1,0,0
2,0,87.0,2,12,3,2,0,0,0,1
10,2,174.0,12,11,4,0,1,0,5,1
188,1,105.3,8,3,4,3,0,0,0,0
192,0,102.0,9,25,3,3,2,0,0,0
34,1,119.0,10,26,4,4,0,0,0,0
11,1,126.0,9,30,4,1,0,0,0,1
124,0,114.3,8,7,4,1,2,0,0,0
144,1,116.1,9,7,4,5,2,3,0,1
73,0,91.36,4,29,4,2,1,0,0,1
14,3,98.0,9,11,4,0,2,3,0,1
15,0,153.0,9,2,4,2,1,0,3,1
0,1,80.75,6,13,3,2,1,0,0,1
80,0,75.0,4,24,3,1,2,0,0,1
3,2,117.5,12,2,4,2,0,0,3,1
44,1,66.5,2,8,4,3,1,0,1,0
7,0,125.8,12,29,4,2,0,0,3,1
67,0,149.4,9,15,4,6,2,0,3,0
19,0,66.0,2,21,3,1,2,0,0,1
1,0,108.0,9,4,3,1,0,1,0,1
115,1,119.85,6,11,4,4,2,0,0,1
148,2,79.9,8,28,4,3,2,0,0,0
18,0,104.0,11,16,4,0,1,0,0,1
101,4,100.2,10,24,4,2,1,0,0,1
62,0,140.4,4,30,4,1,1,0,3,0
93,0,63.75,3,15,3,4,0,3,0,1
43,1,149.4,5,18,4,1,0,0,3,1
216,0,172.23,11,6,4,5,2,0,0,0
53,1,70.0,3,19,3,3,2,0,0,1
283,0,106.0,12,5,2,2,1,0,4,1
79,1,138.56,7,3,4,8,4,0,3,0
21,1,187.0,7,27,4,2,0,0,3,1
49,2,113.4,10,5,4,2,0,0,0,1
25,0,123.0,5,30,4,2,1,0,0,0
139,0,90.95,9,5,3,1,1,0,3,1
203,1,105.3,8,10,4,3,0,0,0,0
1,0,121.0,9,23,3,1,0,3,0,1
21,2,59.75,2,3,4,3,0,3,0,1
69,1,77.86,12,23,4,2,2,0,1,1
54,0,62.37,7,7,4,8,2,0,0,1
56,1,76.92,6,21,4,3,0,0,0,1
35,2,114.0,11,16,4,1,0,0,3,1
43,4,88.4,11,30,4,4,0,0,0,1
186,1,90.95,7,21,4,3,1,0,0,1
84,1,141.69,7,31,4,5,2,0,3,1
2,0,65.0,5,15,2,1,2,0,0,1
46,1,102.6,12,10,4,1,0,0,0,1
209,1,81.77,4,25,4,2,1,0,0,1
65,2,113.55,10,26,4,2,0,0,0,1
41,0,85.6,6,28,3,1,0,0,0,1
102,1,108.0,10,9,4,0,1,3,0,1
9,2,91.25,5,7,4,2,2,0,0,1
56,1,125.1,8,6,4,1,1,3,0,1
73,1,126.9,6,9,4,2,0,0,0,1
2,2,225.0,8,6,4,1,1,0,5,1
132,1,104.55,3,21,3,5,2,0,4,1
131,0,129.6,9,9,4,2,0,0,0,0
2,1,89.0,5,9,4,0,1,3,0,1
75,2,126.0,11,18,4,2,1,0,3,1
173,0,122.4,12,16,4,2,0,0,3,1
56,0,74.8,3,21,4,3,1,0,0,1
122,1,113.78,12,25,4,2,2,0,0,0
135,2,80.75,9,14,4,4,1,0,0,0
6,0,139.0,6,30,4,1,0,3,0,0
32,1,67.5,2,6,4,1,1,3,0,0
7,2,0.0,11,10,1,2,0,0,0,1
14,1,152.67,6,28,4,3,0,0,3,0
21,2,114.0,5,9,4,3,1,3,0,1
190,1,121.5,8,8,4,2,1,0,0,0
5,0,95.0,4,4,0,3,1,0,0,0
4,0,90.0,2,13,4,1,0,3,0,1
37,1,75.0,10,28,3,4,0,0,3,1
72,1,168.3,9,6,4,2,0,0,3,1
5,1,109.0,6,26,4,0,1,0,0,1
31,1,88.4,11,13,4,2,2,0,0,1
117,0,80.75,10,24,3,2,1,0,0,1
194,0,102.85,9,1,4,3,1,0,0,0
91,1,61.33,10,30,4,2,2,3,0,1
62,0,65.66,2,18,4,3,2,0,1,0
37,3,99.48,11,14,4,4,1,1,3,1
14,0,142.0,4,15,4,2,0,0,3,0
10,0,112.0,2,19,4,2,0,0,3,1
47,2,116.5,8,28,4,3,2,1,0,1
6,2,130.0,2,25,4,3,1,0,3,1
4,1,72.0,3,23,3,1,0,0,0,1
3,0,0.0,10,14,4,0,0,3,0,1
79,1,37.33,7,7,1,3,0,0,0,1
0,1,45.0,1,6,3,2,0,0,0,1
95,1,119.85,4,30,4,3,2,0,0,1
57,1,79.2,11,1,4,4,0,3,0,1
220,1,114.75,12,30,4,2,2,0,3,0
40,1,102.15,3,23,4,4,0,3,0,0
184,2,128.7,10,17,4,3,1,0,3,0
45,2,85.5,10,22,4,3,0,0,0,1
1,1,111.0,1,20,4,1,0,0,0,1
117,0,99.85,4,29,4,2,0,0,4,0
69,0,107.19,8,31,4,3,0,3,0,0
177,1,99.45,7,31,4,2,2,0,0,1
19,2,81.0,2,23,4,2,0,3,0,1
33,0,143.94,9,1,4,5,2,1,4,1
208,0,104.62,7,21,4,2,0,0,1,0
2,1,0.0,12,13,1,0,1,0,0,1
41,1,99.9,4,19,4,1,0,0,0,1
32,3,96.3,11,14,4,1,0,0,0,1
1,1,167.0,6,28,4,2,0,0,0,1
7,1,127.0,2,10,4,4,1,0,3,0
0,0,120.0,10,29,4,1,0,0,0,1
35,1,94.05,10,8,4,2,0,0,0,1
7,0,65.0,11,2,2,6,2,0,0,1
213,1,80.24,5,29,3,5,3,0,0,1
118,1,96.78,10,27,4,3,1,0,3,1
7,0,195.7,9,29,4,1,0,0,0,1
158,1,79.2,12,24,4,1,1,3,0,0
5,2,114.0,9,8,4,4,0,0,0,1
59,1,134.62,12,22,4,2,0,0,5,1
5,1,60.0,9,2,3,1,0,0,0,1
18,0,50.33,2,22,3,5,1,0,0,1
112,2,121.5,7,15,4,2,0,0,0,1
14,0,136.0,8,16,4,2,0,0,0,0
62,0,117.9,6,9,4,3,0,0,0,0
3,1,65.0,11,24,2,1,0,0,0,1
73,0,75.0,12,1,3,3,0,0,0,1
22,2,139.0,9,15,4,2,0,3,0,1
2,0,55.0,3,2,3,1,0,0,0,1
29,3,143.03,10,3,4,2,1,0,0,1
0,1,0.0,10,12,1,1,1,0,0,1
52,0,48.4,3,7,3,4,1,0,0,1
1,0,65.0,12,10,2,1,0,0,0,1
85,0,100.0,9,30,3,3,0,1,0,1
0,0,67.0,12,13,2,1,0,0,0,1
17,3,132.0,4,14,4,4,2,0,0,1
63,3,99.9,6,20,4,3,1,0,0,1
80,1,65.45,11,14,4,1,2,0,3,1
7,3,126.0,9,19,4,2,2,0,0,1
4,1,59.75,1,16,4,1,1,3,0,1
43,3,124.1,11,1,4,4,0,1,0,1
9,0,99.0,5,25,4,1,0,3,0,1
62,1,207.9,9,24,4,4,2,0,5,1
42,1,83.61,3,10,4,3,0,0,0,1
119,1,116.45,7,19,4,4,0,0,3,1
15,0,60.0,12,29,3,2,0,0,0,1
31,2,74.8,11,30,4,4,2,3,0,1
0,1,0.0,5,4,1,1,0,0,6,1
61,0,134.53,6,18,4,2,2,0,3,0
4,2,0.0,4,18,4,0,1,0,4,1
6,1,152.84,9,20,4,0,2,0,0,1
181,2,90.9,10,28,4,2,0,0,0,0
9,1,156.0,8,12,4,2,0,0,0,0
128,1,140.7,8,4,4,3,0,0,3,1
156,0,116.1,9,25,4,1,2,3,0,0
57,0,89.78,3,27,4,5,2,0,4,1
4,0,66.0,1,30,3,1,2,0,0,1
45,2,126.0,10,17,4,0,1,3,0,1
37,1,89.1,6,27,4,0,1,3,0,1
266,2,69.36,12,4,3,1,2,1,3,1
110,1,105.3,7,25,4,2,1,0,0,1
7,0,125.8,12,29,4,3,1,0,3,1
141,0,109.2,6,4,4,1,2,3,0,0
0,0,120.0,10,12,3,1,0,0,0,1
6,1,149.0,9,17,4,1,1,3,0,1
139,1,192.3,7,30,4,1,2,0,5,0
76,2,140.4,5,12,4,3,0,0,3,1
21,1,178.0,7,25,4,3,1,0,0,0
67,1,86.4,11,26,4,1,1,0,0,1
12,1,164.0,9,22,4,4,0,3,0,1
167,0,90.9,8,26,4,2,1,0,0,0
142,0,143.1,9,20,4,5,1,0,3,0
0,0,101.0,3,21,4,0,1,0,0,0
137,1,136.34,8,4,4,3,1,0,3,1
160,0,130.05,8,1,4,4,1,0,3,0
107,0,55.63,12,18,4,2,2,0,0,0
199,0,140.0,11,16,4,2,0,0,3,0
8,0,151.0,8,6,4,1,2,0,0,0
12,1,171.33,9,18,4,1,2,0,0,1
58,0,80.0,11,11,3,1,0,0,0,1
12,0,95.0,10,12,2,3,1,0,0,1
16,1,140.0,10,29,4,1,1,0,0,0
40,0,85.5,10,10,3,2,1,0,0,1
80,1,76.5,7,16,4,2,0,0,0,0
24,1,71.69,9,11,4,0,2,3,0,1
75,0,65.0,12,9,2,1,0,0,0,1
64,0,83.48,3,6,4,2,2,0,0,1
24,1,147.0,6,26,4,0,1,0,3,1
259,1,73.95,12,7,4,4,0,0,0,1
51,2,130.9,12,20,4,5,1,0,3,1
21,2,89.0,9,12,4,0,1,3,0,1
11,1,140.0,4,24,4,0,2,0,0,1
36,0,111.6,4,29,3,1,0,3,0,1
145,0,72.5,8,29,3,1,2,1,0,1
116,1,81.9,4,17,4,1,2,0,0,1
3,0,82.88,12,21,4,4,1,0,0,1
19,1,117.0,10,6,4,3,0,0,3,1
0,3,107.0,10,19,2,4,0,0,0,1
112,2,137.7,7,13,4,2,0,0,3,1
38,1,140.4,5,21,4,1,1,0,3,1
5,1,110.11,9,6,4,2,0,3,0,1
133,2,118.8,10,3,4,0,1,0,0,1
176,0,143.1,9,15,4,3,0,0,0,0
20,2,187.0,2,13,4,1,2,1,3,1
16,3,189.49,10,26,4,5,2,0,5,1
225,0,150.11,12,29,4,3,2,0,5,1
101,0,186.3,6,28,4,3,0,0,5,0
130,1,116.1,6,6,4,2,1,3,0,1
46,2,97.2,11,6,4,0,1,0,0,1
53,0,140.4,6,17,4,2,0,0,3,0
162,0,146.7,8,14,4,1,2,0,0,0
11,1,110.0,11,1,2,5,1,0,2,1
12,0,85.0,10,18,3,2,2,0,0,1
50,0,85.0,5,19,3,2,0,3,0,1
178,2,127.5,8,10,4,3,0,0,0,0
6,0,75.0,7,8,3,2,1,0,0,1
16,0,93.0,11,16,4,1,0,0,0,1
230,4,96.3,10,16,4,1,2,0,0,1
33,1,97.4,3,4,4,2,2,0,3,1
27,1,125.25,6,29,4,3,0,0,3,1
21,0,231.0,8,22,4,3,1,0,5,0
17,0,81.0,1,23,4,1,2,0,0,1
47,0,134.1,7,5,4,1,0,0,0,0
17,0,75.0,10,5,3,2,1,0,3,1
126,0,80.75,6,2,3,3,0,0,0,1
136,1,105.6,5,30,4,2,1,0,0,0
0,1,117.05,10,15,4,1,0,0,0,1
3,0,89.0,4,17,4,0,1,3,0,1
35,3,99.0,9,25,4,0,2,3,0,1
36,1,94.5,10,6,4,3,0,0,0,1
6,2,104.0,8,17,4,5,1,0,0,1
52,0,77.76,11,5,4,1,1,0,0,1
183,1,137.7,7,26,4,2,0,0,3,0
32,0,65.55,12,27,4,2,2,0,3,1
1,1,161.0,12,26,4,1,1,0,3,1
64,0,115.6,5,16,4,3,1,0,0,0
20,0,113.0,2,27,4,1,1,0,3,1
103,0,89.25,9,9,4,1,0,0,0,1
6,1,166.0,8,5,4,2,0,0,3,1
70,2,113.87,12,8,4,3,0,0,0,1
64,0,94.5,7,24,4,2,2,3,0,0
10,0,78.63,11,17,4,3,1,3,0,1
57,0,23.0,2,8,4,2,1,0,1,1
133,0,94.5,8,20,4,1,0,3,0,0
137,2,146.1,12,24,4,3,2,1,0,1
18,2,127.0,9,3,4,1,1,3,0,1
3,1,0.0,9,12,1,1,0,0,1,1
117,0,72.25,7,12,3,3,0,0,0,1
33,0,98.1,6,9,4,1,0,3,0,0
174,2,98.1,10,5,4,4,0,3,0,1
74,1,80.75,5,3,3,3,0,0,0,1
145,0,72.76,7,1,3,1,0,0,0,1
191,0,101.75,7,25,4,4,1,0,0,0
106,2,106.75,7,29,4,5,2,0,0,0
134,2,105.7,5,26,4,3,1,0,0,1
87,0,72.25,4,3,4,2,2,3,0,0
170,1,72.76,7,28,4,3,0,3,0,1
6,0,67.0,9,26,2,0,1,0,0,1
0,0,210.0,7,13,4,1,0,1,0,0
6,2,107.0,2,19,4,2,0,0,3,1
19,0,129.0,9,25,4,0,1,3,0,0
201,0,86.5,7,21,4,1,0,0,1,0
1,0,81.0,2,20,4,1,0,3,0,1
35,3,89.28,10,16,3,2,0,0,0,1
1,1,110.8,8,26,4,4,1,0,0,1
31,0,140.4,5,10,4,5,2,0,3,1
22,2,95.0,9,3,4,2,0,0,0,1
33,2,152.1,7,1,4,1,0,0,0,1
4,1,160.0,10,17,4,4,1,0,0,1
0,1,0.0,10,25,1,1,0,0,0,1
135,1,99.9,5,6,4,2,0,0,0,1
294,0,112.5,12,26,4,0,1,1,0,1
12,1,67.0,2,16,2,2,0,0,0,1
6,0,55.0,12,3,3,2,0,0,0,1
256,0,115.0,6,15,3,2,0,1,0,0
21,1,88.0,11,24,4,1,0,3,0,1
28,1,85.59,11,4,4,4,0,0,3,1
6,1,104.92,4,22,4,3,2,0,0,1
5,1,89.0,3,21,4,1,1,3,0,1
33,1,89.1,6,20,4,1,1,3,0,1
54,1,95.0,10,29,3,1,2,0,1,1
2,3,123.5,8,21,4,2,0,0,0,1
42,1,80.3,2,21,4,0,1,0,0,1
17,1,65.1,11,18,4,1,0,3,0,1
12,1,72.07,2,23,4,3,0,0,0,1
22,0,71.0,11,17,2,1,0,0,0,1
20,1,89.0,1,30,4,1,2,0,0,1
104,1,110.1,5,4,4,3,0,0,0,1
45,1,112.8,4,17,4,1,2,0,3,0
10,0,80.0,3,14,3,2,1,0,0,1
168,0,105.3,8,20,4,1,1,0,0,0
20,0,48.33,1,4,3,5,1,0,0,1
6,2,159.0,9,25,4,1,2,3,0,1
4,0,65.0,3,21,2,0,1,0,0,1
66,0,125.1,8,16,4,2,0,3,0,0
59,0,75.0,11,18,3,2,2,0,0,1
156,0,111.6,8,29,4,5,1,0,0,0
3,0,75.0,12,19,4,1,0,3,0,1
72,0,159.3,5,13,4,1,0,0,0,0
109,1,76.5,7,16,4,1,0,0,0,0
28,0,94.35,6,13,4,1,1,0,0,0
31,0,100.0,6,2,3,2,0,0,0,1
22,0,95.0,10,25,3,1,0,0,0,1
3,0,52.0,1,14,3,3,0,0,0,1
27,1,234.35,9,23,4,2,1,0,6,1
71,1,93.08,6,17,3,2,2,0,0,1
59,2,123.3,9,1,4,3,0,0,3,1
82,0,96.3,4,1,4,2,0,0,3,0
134,2,135.15,6,15,4,4,2,0,0,1
60,0,78.3,2,5,4,2,1,0,0,1
36,1,114.3,3,11,4,2,1,0,3,0
111,1,159.3,8,13,4,5,2,0,3,1
349,0,130.0,10,4,3,2,0,0,0,0
195,0,147.0,8,23,4,5,1,1,3,0
5,0,75.0,12,8,2,3,0,0,0,1
0,3,0.0,1,27,1,1,0,0,0,1
18,0,68.0,11,27,3,5,2,0,0,1
2,2,201.0,7,20,4,2,0,0,5,1
125,1,130.5,7,29,4,1,0,0,0,1
32,1,85.0,10,25,3,5,0,0,0,1
17,1,126.0,10,5,4,0,1,0,0,1
118,1,133.46,7,11,4,5,2,0,0,1
8,0,94.0,11,23,4,1,0,0,0,1
52,0,94.5,4,21,4,2,0,3,0,0
133,1,123.25,7,6,4,4,0,0,0,0
7,2,55.0,3,2,3,2,0,0,0,1
335,1,90.0,10,13,3,3,0,0,0,0
25,1,149.0,10,5,4,2,0,0,0,1
8,1,127.0,2,5,4,2,0,0,3,0
1,1,232.5,11,6,4,0,2,0,3,1
4,0,75.51,11,26,4,2,2,0,3,1
136,0,198.9,5,26,4,3,0,0,5,0
5,1,89.89,11,27,4,2,2,0,0,1
38,0,63.75,6,27,3,3,1,3,0,1
12,0,80.0,2,24,4,3,0,0,0,1
261,0,65.49,7,27,4,5,2,0,0,0
125,0,138.3,12,27,4,3,0,0,3,0
4,0,145.25,6,10,4,4,2,0,3,0
35,1,109.0,10,28,4,2,0,3,0,0
129,2,135.9,8,27,4,1,2,0,3,0
253,1,198.9,10,8,4,1,0,0,5,0
144,1,92.55,5,25,4,4,1,0,3,1
83,0,129.5,2,28,3,1,2,0,5,1
1,1,129.0,10,21,4,1,0,3,0,1
2,1,133.47,10,7,4,2,1,0,0,1
55,1,134.1,9,12,4,0,1,3,0,0
20,1,105.0,9,14,4,2,1,0,0,1
4,0,149.0,9,5,4,1,1,3,0,0
48,0,144.9,8,22,4,1,1,0,0,1
85,1,151.2,10,7,4,2,0,0,3,1
2,1,119.0,12,2,4,2,2,0,3,1
49,3,109.8,9,4,4,0,2,0,0,1
49,0,85.5,10,25,3,2,0,0,0,1
2,1,79.0,12,14,2,1,0,0,0,1
95,2,79.8,10,30,4,1,2,3,0,0
200,0,90.95,8,29,4,3,1,0,0,0
278,2,78.3,12,9,4,2,1,0,0,1
59,0,112.0,12,27,3,1,2,0,0,1
207,0,81.6,8,13,4,6,4,3,0,0
63,0,79.2,11,24,4,1,0,3,0,0
128,1,109.8,6,26,4,1,2,0,3,1
42,0,85.05,11,24,3,2,0,0,0,1
3,0,95.0,11,10,0,2,0,0,3,1
38,1,207.9,9,11,4,3,2,0,5,0
74,0,118.8,10,9,4,1,2,0,0,0
35,1,80.3,2,7,4,2,2,0,0,1
85,1,201.6,8,19,4,4,2,1,3,1
39,0,71.1,3,3,4,3,1,3,0,0
6,2,77.0,12,18,4,1,0,0,1,1
73,2,79.2,11,12,4,1,0,3,0,1
16,1,89.0,11,17,4,2,0,3,0,1
6,0,176.0,2,24,4,2,0,0,5,1
32,2,142.2,4,16,4,1,1,0,0,1
76,0,105.3,3,24,4,3,0,0,0,0
11,0,113.2,12,30,4,4,0,0,3,1
65,1,156.61,12,26,4,3,1,0,5,1
58,2,191.9,7,27,4,3,0,0,6,1
50,0,72.9,1,29,4,2,1,0,0,0
15,1,109.34,4,20,4,1,0,0,3,1
78,1,147.9,12,3,4,3,2,0,5,1
70,1,105.3,4,22,4,2,0,0,0,0
10,0,71.1,2,19,3,1,0,0,0,1
161,2,82.35,8,16,4,2,0,0,3,1
144,1,97.85,8,31,4,4,1,0,0,1
130,1,76.5,8,1,4,1,2,0,0,0
6,0,81.0,2,20,4,1,1,3,0,1
58,2,89.4,5,16,4,2,1,3,0,1
0,0,147.0,9,22,2,2,0,0,0,1
65,0,105.0,11,23,3,4,0,1,0,1
1,1,211.76,10,28,4,2,1,0,5,1
100,3,65.49,2,25,4,3,1,0,3,1
113,0,55.63,3,29,4,4,0,3,0,1
152,0,96.3,8,25,4,3,2,0,0,0
53,1,125.1,9,26,4,0,1,3,0,0
243,0,73.95,11,24,4,3,1,0,0,0
103,0,125.0,12,31,3,2,2,0,0,1
78,1,83.85,3,1,4,8,2,0,3,1
99,1,94.35,6,27,4,4,1,3,0,1
220,0,108.45,8,14,4,2,2,0,3,0
35,2,74.8,12,2,4,2,2,3,0,1
174,2,166.7,8,2,4,2,0,0,3,0
2,1,65.0,3,30,2,3,0,0,0,1
227,0,90.95,8,24,4,4,1,0,0,0
79,1,159.3,5,13,4,2,0,0,3,0
188,1,84.82,8,25,4,3,2,0,1,1
75,1,79.2,11,12,4,1,1,3,0,1
1,1,79.0,12,13,2,1,0,0,0,1
73,0,145.93,7,2,4,10,4,0,3,0
229,0,70.44,10,27,4,3,0,0,0,0
11,1,120.0,10,30,4,0,1,3,0,0
150,1,101.15,7,14,4,8,2,0,0,0
13,1,90.6,11,22,3,0,2,0,0,1
50,0,159.6,8,22,4,6,3,0,3,0
97,1,90.08,7,14,4,3,0,0,0,1
2,0,72.5,8,15,4,1,2,1,0,0
196,0,96.3,10,27,4,2,0,0,0,0
119,0,51.69,12,29,4,1,0,3,0,1
52,1,130.9,12,17,4,4,2,0,3,1
92,0,68.0,7,7,4,4,0,0,0,0
101,1,101.15,4,28,4,3,2,0,0,1
23,0,95.98,9,7,4,7,3,0,0,1
27,1,89.0,1,10,4,0,1,0,0,1
42,4,121.33,11,11,4,2,1,0,0,1
71,0,72.25,10,11,3,3,0,0,0,1
7,0,103.0,11,29,4,1,0,0,0,1
22,1,156.0,5,21,4,1,0,0,3,1
140,2,72.25,12,29,4,3,0,0,0,1
47,1,128.0,10,27,4,1,0,0,0,1
36,2,243.9,9,16,4,2,0,0,6,1
51,2,108.0,12,5,4,2,1,0,0,1
1,1,0.0,8,12,1,2,0,0,0,1
191,1,80.75,9,7,3,5,2,1,0,1
